RE	TG	Weight
chr1_2135764_2136379	SKI	0.39923
chr1_2136598_2136948	MXRA8	0.407412
chr1_2136598_2136948	PUSL1	-0.412685
chr1_2143756_2144576	MXRA8	0.447714
chr1_2143756_2144576	PUSL1	-0.52917
chr1_2143756_2144576	SKI	0.21947
chr1_2145520_2145832	MXRA8	0.447714
chr1_2145520_2145832	PUSL1	-0.52917
chr1_2145520_2145832	SKI	0.45815
chr1_2210612_2210951	AURKAIP1	-0.533216
chr1_2210612_2210951	DVL1	-0.574847
chr1_2210612_2210951	GNB1	0.423912
chr1_2210612_2210951	MXRA8	0.500288
chr1_2210612_2210951	PUSL1	-0.660875
chr1_2210612_2210951	SKI	0.26148
chr1_2222045_2222296	RER1	0.2002
chr1_2230571_2230939	MXRA8	-0.436476
chr1_2232312_2232672	MXRA8	-0.436476
chr1_2313137_2313601	RER1	-0.20153
chr1_2322558_2323504	RER1	0.31885
chr1_2343643_2344467	RER1	0.31161
chr1_3309925_3310767	DFFB	-0.419229
chr1_3309925_3310767	WRAP73	-0.429135
chr1_3540928_3541994	TPRG1L	0.37049
chr1_3540928_3541994	WRAP73	0.21809
chr1_3566264_3566764	WRAP73	0.40338
chr1_3630845_3631216	LRRC47	0.24667
chr1_3630845_3631216	TPRG1L	-0.2323
chr1_3630845_3631216	WRAP73	-0.26055
chr1_3662338_3662563	LRRC47	0.40549
chr1_3662338_3662563	WRAP73	0.22528
chr1_3663497_3664108	WRAP73	0.31207
chr1_3688691_3689453	DFFB	0.29033
chr1_3773214_3774489	DFFB	0.26923
chr1_3816534_3818142	DFFB	0.435
chr1_5805960_5806209	KLHL21	-0.408057
chr1_6051926_6052853	RPL22	0.407006
chr1_6074164_6074741	KLHL21	0.437921
chr1_6259289_6260102	RPL22	0.44556
chr1_6265182_6265418	RPL22	0.28765
chr1_6265932_6266468	RPL22	0.30818
chr1_6282663_6283038	RPL22	0.23283
chr1_6295606_6296321	RPL22	0.38864
chr1_6306721_6306921	KLHL21	-0.470364
chr1_6306721_6306921	RPL22	0.459707
chr1_6321019_6321233	RPL22	0.40103
chr1_6336393_6336707	RPL22	0.32066
chr1_6419783_6420018	KLHL21	-0.553151
chr1_6427366_6427618	HES2	0.27556
chr1_6445778_6446041	HES2	0.29797
chr1_6453046_6454214	RPL22	0.496813
chr1_6546529_6546754	KLHL21	-0.632792
chr1_6546529_6546754	RPL22	0.491462
chr1_6557342_6557704	HES2	-0.20475
chr1_6614197_6614722	KLHL21	-0.23299
chr1_6614197_6614722	RPL22	0.533514
chr1_6647277_6647602	KLHL21	0.38919
chr1_6694693_6694959	KLHL21	0.36829
chr1_6746483_6746699	KLHL21	0.24438
chr1_6761352_6762084	RPL22	0.429202
chr1_7962756_7963067	PARK7	0.40288
chr1_8013843_8014635	PARK7	0.25957
chr1_8021194_8022077	PARK7	0.21085
chr1_8042403_8042624	PARK7	0.2942
chr1_8085828_8087293	PARK7	0.31281
chr1_8431017_8431331	GPR157	-0.419168
chr1_8433604_8434051	GPR157	-0.419168
chr1_8468091_8468343	GPR157	-0.435696
chr1_8498980_8499212	GPR157	-0.599199
chr1_8498980_8499212	SPSB1	-0.51009
chr1_8515878_8516080	GPR157	-0.463832
chr1_8515878_8516080	SPSB1	-0.432816
chr1_8585724_8586310	SPSB1	-0.560811
chr1_8623341_8623599	SPSB1	-0.427956
chr1_8658195_8658535	GPR157	-0.408785
chr1_8658195_8658535	SLC25A33	-0.511476
chr1_8658195_8658535	SPSB1	-0.475331
chr1_8658952_8659160	GPR157	-0.408785
chr1_8658952_8659160	SLC25A33	-0.511476
chr1_8658952_8659160	SPSB1	-0.475331
chr1_8689320_8689541	ENO1	0.402385
chr1_8689611_8689834	ENO1	0.402385
chr1_8720461_8720818	GPR157	-0.436949
chr1_8720461_8720818	SPSB1	-0.401389
chr1_8762936_8763734	GPR157	-0.477549
chr1_8762936_8763734	SPSB1	-0.554685
chr1_8877471_8878223	ENO1	-0.21354
chr1_8877471_8878223	GPR157	-0.404467
chr1_8877471_8878223	SPSB1	-0.628853
chr1_8918134_8918416	ENO1	0.29357
chr1_8933660_8933924	ENO1	0.50596
chr1_8949291_8949512	ENO1	-0.21599
chr1_8949542_8949758	ENO1	-0.21599
chr1_8950018_8950419	ENO1	0.20362
chr1_8978197_8978399	CLSTN1	0.413582
chr1_8978197_8978399	GPR157	-0.445482
chr1_8978197_8978399	SPSB1	-0.550047
chr1_9091979_9092276	GPR157	0.24303
chr1_9188153_9188378	GPR157	0.27483
chr1_9188674_9189415	GPR157	0.27483
chr1_9203408_9203608	PIK3CD	0.413345
chr1_9209892_9210443	LZIC	0.45
chr1_9209892_9210443	PIK3CD	-0.406395
chr1_9209892_9210443	SLC25A33	-0.447665
chr1_9293268_9293652	H6PD	0.39447
chr1_9293268_9293652	SPSB1	0.28153
chr1_9294318_9295310	SPSB1	-0.34083
chr1_9302501_9302934	CLSTN1	-0.417488
chr1_9302501_9302934	ENO1	-0.459213
chr1_9302501_9302934	H6PD	0.31237
chr1_9302501_9302934	SPSB1	0.24035
chr1_9309793_9310295	H6PD	0.25782
chr1_9309793_9310295	SPSB1	0.20203
chr1_9327112_9327389	SPSB1	-0.25734
chr1_9350138_9350432	SPSB1	0.23793
chr1_9352638_9353249	LZIC	0.453164
chr1_9352638_9353249	SLC25A33	-0.483205
chr1_9352638_9353249	SPSB1	-0.28165
chr1_9382945_9383158	H6PD	0.23659
chr1_9436865_9437344	GPR157	-0.483509
chr1_9436865_9437344	KIF1B	0.417128
chr1_9436865_9437344	LZIC	0.406281
chr1_9436865_9437344	PIK3CD	-0.471625
chr1_9436865_9437344	SPSB1	0.2826
chr1_9444358_9445240	SPSB1	0.29693
chr1_9460065_9460330	GPR157	-0.428132
chr1_9460065_9460330	KIF1B	0.407079
chr1_9460065_9460330	LZIC	0.400068
chr1_9460465_9460848	GPR157	-0.428132
chr1_9460465_9460848	KIF1B	0.407079
chr1_9460465_9460848	LZIC	0.400068
chr1_9460862_9461106	GPR157	-0.428132
chr1_9460862_9461106	KIF1B	0.407079
chr1_9460862_9461106	LZIC	0.400068
chr1_9488779_9489456	SPSB1	-0.408565
chr1_9500802_9501194	KIF1B	0.424834
chr1_9509393_9509662	SLC25A33	0.40356
chr1_9532977_9533393	KIF1B	0.550111
chr1_9599176_9600128	SPSB1	-0.421817
chr1_9606752_9606988	SLC25A33	0.24943
chr1_9608524_9608727	SLC25A33	0.54002
chr1_9615366_9615660	SLC25A33	0.501604
chr1_9615366_9615660	SPSB1	0.443985
chr1_9621663_9621863	PIK3CD	-0.20287
chr1_9648473_9649511	PIK3CD	0.28292
chr1_9648473_9649511	SPSB1	-0.432052
chr1_9670081_9670281	SLC25A33	0.20251
chr1_9687044_9687449	PIK3CD	0.644746
chr1_9712098_9712306	PIK3CD	0.571372
chr1_9749322_9749820	DFFA	0.414054
chr1_9749322_9749820	ENO1	0.487048
chr1_9749322_9749820	KIF1B	-0.473483
chr1_9749322_9749820	PIK3CD	0.20761
chr1_9779172_9779379	KIF1B	-0.539342
chr1_9779172_9779379	PIK3CD	0.664723
chr1_9883419_9884482	CLSTN1	0.31274
chr1_9885397_9885835	CLSTN1	0.25065
chr1_9895925_9896142	CLSTN1	0.42518
chr1_9919753_9920065	LZIC	-0.34037
chr1_9934946_9935248	LZIC	0.22187
chr1_9934946_9935248	SPSB1	-0.479887
chr1_9950441_9950756	CLSTN1	0.37238
chr1_9950441_9950756	DFFA	0.43245
chr1_9953097_9953299	CLSTN1	0.33719
chr1_9953097_9953299	DFFA	0.43245
chr1_9960316_9960905	LZIC	-0.20696
chr1_9961686_9962154	LZIC	-0.25173
chr1_9969854_9971055	LZIC	0.2454
chr1_10002957_10003635	CLSTN1	0.412246
chr1_10002957_10003635	LZIC	0.36849
chr1_10002957_10003635	SPSB1	-0.492574
chr1_10002957_10003635	UBE4B	-0.35746
chr1_10010423_10010685	UBE4B	-0.26768
chr1_10050998_10051210	LZIC	0.272
chr1_10092493_10093521	DFFA	0.401447
chr1_10092493_10093521	LZIC	0.26834
chr1_10092493_10093521	SPSB1	-0.479333
chr1_10092493_10093521	TARDBP	0.52126
chr1_10092493_10093521	UBE4B	-0.31464
chr1_10119527_10119735	UBE4B	0.30242
chr1_10169011_10169236	KIF1B	0.20197
chr1_10169011_10169236	UBE4B	0.41709
chr1_10215106_10215616	KIF1B	0.41847
chr1_10269867_10270775	KIF1B	0.4155
chr1_10269867_10270775	LZIC	0.477475
chr1_10269867_10270775	SPSB1	-0.42255
chr1_10269867_10270775	TARDBP	0.447965
chr1_10270800_10271278	KIF1B	0.4155
chr1_10270800_10271278	LZIC	0.477475
chr1_10270800_10271278	SPSB1	-0.42255
chr1_10270800_10271278	TARDBP	0.447965
chr1_10271352_10271723	KIF1B	0.4155
chr1_10271352_10271723	LZIC	0.477475
chr1_10271352_10271723	SPSB1	-0.42255
chr1_10271352_10271723	TARDBP	0.447965
chr1_10313843_10314046	KIF1B	0.49915
chr1_10313843_10314046	LZIC	0.484654
chr1_10313843_10314046	PIK3CD	-0.401525
chr1_10346274_10346624	KIF1B	0.51623
chr1_10399869_10400128	LZIC	0.425672
chr1_10399869_10400128	PIK3CD	-0.418694
chr1_10447709_10447927	KIF1B	0.474976
chr1_10447709_10447927	LZIC	0.494378
chr1_10447709_10447927	SLC25A33	-0.453444
chr1_10458539_10459507	DFFA	0.24915
chr1_10490282_10491143	DFFA	0.29858
chr1_10490282_10491143	EXOSC10	0.462057
chr1_10490282_10491143	LZIC	0.415292
chr1_10490282_10491143	TARDBP	0.471384
chr1_10532271_10532778	DFFA	0.25087
chr1_10532271_10532778	EXOSC10	0.414364
chr1_10532271_10532778	TARDBP	0.527314
chr1_10534781_10535237	DFFA	0.24915
chr1_10534781_10535237	LZIC	0.402408
chr1_10534781_10535237	TARDBP	0.448251
chr1_10555274_10555697	DFFA	0.27138
chr1_10555274_10555697	KIF1B	-0.439067
chr1_10555274_10555697	PIK3CD	0.419685
chr1_10567478_10567781	DFFA	0.37625
chr1_10567478_10567781	KIF1B	-0.426183
chr1_10588375_10588867	DFFA	0.30252
chr1_10713759_10713965	LZIC	-0.498205
chr1_10713759_10713965	TARDBP	-0.484078
chr1_10723559_10723933	UBIAD1	-0.506477
chr1_10726003_10726315	UBIAD1	-0.506477
chr1_10777729_10777954	CASZ1	0.25135
chr1_10786420_10786835	CASZ1	0.20125
chr1_10786420_10786835	KIF1B	0.401822
chr1_10795750_10795968	MAD2L2	-0.400375
chr1_10795750_10795968	UBIAD1	-0.417248
chr1_10797268_10797629	MAD2L2	-0.400375
chr1_10797268_10797629	UBIAD1	-0.417248
chr1_10805839_10806137	CASZ1	0.26506
chr1_10805839_10806137	CLSTN1	-0.412484
chr1_10848547_10849077	CASZ1	0.23149
chr1_10848547_10849077	KIF1B	0.479835
chr1_10853910_10854229	TARDBP	0.404151
chr1_10855973_10856410	TARDBP	0.404151
chr1_10856665_10856867	TARDBP	0.404151
chr1_10880527_10880839	CASZ1	0.27158
chr1_10920879_10921083	CASZ1	0.27421
chr1_10926995_10927419	TARDBP	0.405904
chr1_11021105_11021314	TARDBP	0.21458
chr1_11072207_11073260	EXOSC10	0.25426
chr1_11072207_11073260	TARDBP	0.21584
chr1_11119659_11120506	EXOSC10	0.2188
chr1_11119659_11120506	TARDBP	-0.35784
chr1_11159341_11160318	EXOSC10	0.25676
chr1_11159341_11160318	TARDBP	0.25431
chr1_11236305_11236659	PLOD1	0.572482
chr1_11238077_11238313	PLOD1	0.572482
chr1_11322262_11322963	UBIAD1	0.23386
chr1_11332689_11333749	UBIAD1	0.2371
chr1_11714317_11714566	MAD2L2	0.3355
chr1_11714682_11715046	MAD2L2	0.3355
chr1_11740740_11741839	AGTRAP	-0.35101
chr1_11740740_11741839	DHRS3	-0.413619
chr1_11740740_11741839	EXOSC10	0.400973
chr1_11740740_11741839	TARDBP	0.463604
chr1_11740740_11741839	VPS13D	-0.520856
chr1_11767763_11768324	AGTRAP	0.51319
chr1_11795760_11796648	AGTRAP	-0.30524
chr1_11796827_11797202	AGTRAP	0.32945
chr1_11919327_11919555	TARDBP	0.455582
chr1_11919327_11919555	VPS13D	-0.518265
chr1_11940999_11941555	MFN2	0.22157
chr1_11940999_11941555	NPPA	0.456076
chr1_11940999_11941555	PLOD1	0.27053
chr1_11942875_11943231	NPPA	0.456076
chr1_11947002_11947411	MFN2	0.4003
chr1_11947002_11947411	NPPA	0.520331
chr1_11947424_11947756	MFN2	0.4003
chr1_11947424_11947756	NPPA	0.520331
chr1_11967778_11968097	MFN2	-0.29166
chr1_11967778_11968097	PLOD1	0.53514
chr1_11967778_11968097	VPS13D	-0.439704
chr1_11968098_11968374	MFN2	-0.29166
chr1_11968098_11968374	PLOD1	0.53514
chr1_11968098_11968374	VPS13D	-0.439704
chr1_11968423_11968748	MFN2	-0.20231
chr1_11968423_11968748	PLOD1	0.35581
chr1_11968423_11968748	VPS13D	-0.439704
chr1_11968752_11969223	MFN2	-0.20231
chr1_11968752_11969223	PLOD1	0.35581
chr1_11968752_11969223	VPS13D	-0.439704
chr1_11978891_11979201	MFN2	0.3731
chr1_11978891_11979201	PLOD1	0.28643
chr1_11985994_11986753	PLOD1	0.35408
chr1_11994321_11995118	PLOD1	0.34084
chr1_11994321_11995118	TARDBP	0.55947
chr1_11994321_11995118	VPS13D	-0.520258
chr1_11999167_11999543	MFN2	0.25342
chr1_11999167_11999543	PLOD1	0.36876
chr1_12020651_12020853	PLOD1	-0.22172
chr1_12039566_12040741	PLOD1	-0.24196
chr1_12050655_12051310	MFN2	0.4131
chr1_12050655_12051310	VPS13D	0.467943
chr1_12062096_12062371	PLOD1	0.30445
chr1_12079169_12080073	PLOD1	0.29727
chr1_12112017_12112369	MFN2	0.25606
chr1_12195776_12195982	VPS13D	0.33474
chr1_12244265_12244614	VPS13D	-0.32012
chr1_12268753_12269151	MFN2	-0.436684
chr1_12268753_12269151	PLOD1	-0.401574
chr1_12268753_12269151	VPS13D	-0.24008
chr1_12269259_12269531	MFN2	-0.436684
chr1_12269259_12269531	PLOD1	-0.401574
chr1_12289743_12290479	VPS13D	-0.29084
chr1_12290599_12290799	VPS13D	0.24784
chr1_12290817_12291364	VPS13D	0.24784
chr1_12524665_12524922	AGTRAP	-0.461219
chr1_12524665_12524922	PLOD1	0.568372
chr1_12524665_12524922	VPS13D	-0.400622
chr1_12540828_12541042	AGTRAP	-0.456416
chr1_12540828_12541042	PLOD1	0.447175
chr1_12540828_12541042	VPS13D	-0.610944
chr1_12616320_12616729	PLOD1	0.618712
chr1_12625028_12625421	DHRS3	0.22187
chr1_12640172_12640373	MFN2	0.445012
chr1_12651265_12651619	PLOD1	0.415031
chr1_12655832_12656181	PLOD1	0.415031
chr1_12660371_12660613	DHRS3	0.39422
chr1_12660371_12660613	PLOD1	0.415031
chr1_12664421_12664669	PLOD1	0.415031
chr1_12678243_12678463	DHRS3	-0.22955
chr1_13910110_13910384	PDPN	0.39481
chr1_13910505_13911214	PDPN	0.47851
chr1_13920008_13920635	PDPN	0.2812
chr1_13927618_13927884	PDPN	0.23682
chr1_13946376_13946583	PDPN	0.28626
chr1_13992149_13992386	PDPN	0.26254
chr1_14467287_14467506	PDPN	0.45814
chr1_14585654_14585994	PDPN	0.524007
chr1_15478840_15479114	TMEM51	0.24585
chr1_15479132_15479472	TMEM51	0.24585
chr1_15479999_15480680	TMEM51	0.24585
chr1_15609331_15609609	TMEM51	0.608758
chr1_15610040_15610270	TMEM51	0.608758
chr1_15655645_15655965	EFHD2	-0.27547
chr1_15735919_15736667	EFHD2	0.442056
chr1_15735919_15736667	FBLIM1	-0.427222
chr1_15742488_15742993	EFHD2	0.38261
chr1_15742488_15742993	FBLIM1	-0.427222
chr1_15757616_15757883	EFHD2	0.23526
chr1_16017938_16018230	HSPB7	0.598377
chr1_16017938_16018230	PLEKHM2	0.31721
chr1_16029691_16029976	HSPB7	0.428459
chr1_16029691_16029976	PLEKHM2	0.21412
chr1_16029691_16029976	SLC25A34	0.20269
chr1_16030014_16030450	HSPB7	0.428459
chr1_16040954_16041249	PLEKHM2	0.24991
chr1_16044675_16044998	HSPB7	0.459563
chr1_16044675_16044998	PLEKHM2	0.24819
chr1_16047258_16047638	PLEKHM2	0.26573
chr1_16047258_16047638	SLC25A34	0.33858
chr1_16062314_16062891	NECAP2	-0.481182
chr1_16062314_16062891	SLC25A34	0.51743
chr1_16067898_16068119	FBLIM1	0.26763
chr1_16067898_16068119	PLEKHM2	-0.24227
chr1_16067898_16068119	SLC25A34	0.35848
chr1_16076014_16076222	FBLIM1	0.463693
chr1_16085787_16086061	CLCNKB	0.465846
chr1_16085787_16086061	EFHD2	-0.529416
chr1_16085787_16086061	FBLIM1	0.484867
chr1_16087226_16087576	CLCNKB	0.465846
chr1_16087226_16087576	EFHD2	-0.529416
chr1_16087226_16087576	FBLIM1	0.484867
chr1_16113129_16113357	FBLIM1	0.2343
chr1_16118527_16118884	FBLIM1	0.423478
chr1_16125582_16125791	FBLIM1	0.27962
chr1_16126726_16126928	FBLIM1	0.25225
chr1_16173798_16174514	EFHD2	-0.436853
chr1_16173798_16174514	NBPF1	0.430302
chr1_16174523_16174743	EFHD2	-0.436853
chr1_16174523_16174743	NBPF1	0.430302
chr1_16174791_16175108	EFHD2	-0.436853
chr1_16174791_16175108	NBPF1	0.430302
chr1_16212223_16212459	EFHD2	-0.598978
chr1_16212223_16212459	NBPF1	0.495159
chr1_16212602_16213239	EFHD2	-0.598978
chr1_16212602_16213239	NBPF1	0.495159
chr1_16301991_16302810	FBLIM1	-0.498921
chr1_16339305_16340161	HSPB7	0.41005
chr1_16339305_16340161	NECAP2	-0.458851
chr1_16344390_16344730	HSPB7	0.29565
chr1_16344390_16344730	NECAP2	-0.458851
chr1_16346003_16346216	HSPB7	0.47729
chr1_16346003_16346216	NECAP2	-0.458851
chr1_16384054_16384352	CLCNKB	-0.21418
chr1_16384054_16384352	HSPB7	0.21987
chr1_16394879_16395146	TMEM51	0.459087
chr1_16400029_16400260	CLCNKB	0.36729
chr1_16454708_16454934	ARHGEF19	-0.33037
chr1_16470371_16470573	ARHGEF19	0.28254
chr1_16470371_16470573	CLCNKB	0.429773
chr1_16470371_16470573	FBLIM1	0.479721
chr1_16470371_16470573	MFAP2	0.562936
chr1_16471606_16471990	ARHGEF19	0.32648
chr1_16471606_16471990	CLCNKB	0.429773
chr1_16471606_16471990	FBLIM1	0.479721
chr1_16471606_16471990	MFAP2	0.562936
chr1_16472027_16472650	ARHGEF19	0.32648
chr1_16472027_16472650	CLCNKB	0.429773
chr1_16472027_16472650	FBLIM1	0.479721
chr1_16472027_16472650	MFAP2	0.562936
chr1_16472742_16473112	CLCNKB	0.429773
chr1_16472742_16473112	FBLIM1	0.479721
chr1_16472742_16473112	MFAP2	0.562936
chr1_16481521_16481744	CLCNKB	0.429773
chr1_16481521_16481744	FBLIM1	0.479721
chr1_16481521_16481744	MFAP2	0.562936
chr1_16481978_16482728	ARHGEF19	0.23648
chr1_16481978_16482728	CLCNKB	0.429773
chr1_16481978_16482728	FBLIM1	0.479721
chr1_16481978_16482728	MFAP2	0.562936
chr1_16502320_16502638	FBLIM1	0.579791
chr1_16502320_16502638	MFAP2	0.58721
chr1_16502320_16502638	NBPF1	0.400024
chr1_16508255_16508734	FBLIM1	0.579791
chr1_16508255_16508734	MFAP2	0.58721
chr1_16508255_16508734	NBPF1	0.400024
chr1_16562692_16563870	FBLIM1	-0.446918
chr1_16574976_16575509	ARHGEF19	0.26116
chr1_16592823_16593335	ARHGEF19	0.21105
chr1_16678431_16679335	MFAP2	0.536622
chr1_16678431_16679335	NECAP2	0.22376
chr1_16678431_16679335	SZRD1	0.28262
chr1_16693388_16694193	NECAP2	0.20766
chr1_16693388_16694193	SZRD1	0.31182
chr1_16766652_16767298	FBLIM1	-0.470466
chr1_16766652_16767298	NECAP2	0.22108
chr1_16766652_16767298	SZRD1	0.3055
chr1_16825290_16825961	MFAP2	0.523395
chr1_16825290_16825961	NBPF1	0.450504
chr1_16840405_16840620	NECAP2	0.31077
chr1_16861171_16861571	MFAP2	0.429386
chr1_16861578_16862036	MFAP2	0.429386
chr1_16939357_16940453	NBPF1	0.35478
chr1_16952329_16952537	NBPF1	-0.31136
chr1_16964792_16965171	NBPF1	-0.24691
chr1_16964792_16965171	RCC2	-0.417661
chr1_16984655_16984993	NBPF1	-0.28107
chr1_17036265_17036492	RCC2	0.412002
chr1_17215620_17216181	MFAP2	0.36031
chr1_17215620_17216181	NBPF1	0.461065
chr1_17230348_17230813	MFAP2	0.42222
chr1_17231052_17231761	MFAP2	0.30503
chr1_17240151_17241162	MFAP2	0.28006
chr1_17278182_17278398	MFAP2	0.28658
chr1_17287257_17287509	MFAP2	0.42093
chr1_17287257_17287509	NBPF1	0.49171
chr1_17305167_17305401	MFAP2	0.40333
chr1_17311244_17311530	MFAP2	0.43102
chr1_17337165_17337379	MFAP2	0.21387
chr1_17338076_17338609	MFAP2	0.21387
chr1_17380198_17380932	MFAP2	0.23943
chr1_17440331_17440550	NECAP2	-0.405962
chr1_17440331_17440550	SDHB	0.43182
chr1_17732672_17732884	RCC2	0.37426
chr1_17746355_17746654	RCC2	0.24054
chr1_17764171_17764715	ARHGEF10L	-0.519825
chr1_17764171_17764715	RCC2	0.2467
chr1_17764730_17765064	ARHGEF10L	-0.519825
chr1_17764730_17765064	RCC2	0.2467
chr1_17766167_17766453	ARHGEF10L	-0.519825
chr1_17766167_17766453	RCC2	0.24009
chr1_17820561_17820846	RCC2	0.3356
chr1_17828750_17829109	MFAP2	0.413519
chr1_17828750_17829109	NBPF1	0.460076
chr1_17858231_17858897	RCC2	-0.26671
chr1_17866025_17866614	MFAP2	0.700512
chr1_17866025_17866614	NBPF1	0.579279
chr1_17887959_17888455	ARHGEF10L	0.448122
chr1_17890473_17890719	ARHGEF10L	0.26944
chr1_19228808_19229725	MINOS1	0.415215
chr1_19248725_19249282	CAPZB	0.427262
chr1_19252815_19253047	CAPZB	0.427262
chr1_19253048_19253350	CAPZB	0.427262
chr1_19536359_19537227	MINOS1	0.449624
chr1_19559016_19559236	PLA2G5	0.414883
chr1_19577880_19578375	MINOS1	0.431163
chr1_19614654_19615044	CAPZB	-0.414843
chr1_19756549_19756871	CAPZB	0.28603
chr1_19785367_19785609	CAPZB	-0.30994
chr1_19811600_19812617	CAPZB	0.20924
chr1_19831497_19831723	CAPZB	0.21425
chr1_19831928_19832156	CAPZB	0.21425
chr1_19890094_19890489	CAPZB	0.29779
chr1_19922954_19923931	MINOS1	0.3694
chr1_19986209_19986548	MINOS1	0.34788
chr1_20334880_20335381	PLA2G5	0.27362
chr1_20354644_20354877	PLA2G5	0.38003
