RE	TG	Weight
chr1_2136059_2136908	NADK	-0.442924
chr1_2136059_2136908	PUSL1	-0.412685
chr1_2136059_2136908	SKI	0.39923
chr1_2143949_2144564	CALML6	0.428246
chr1_2143949_2144564	NADK	-0.520665
chr1_2143949_2144564	PUSL1	-0.52917
chr1_2143949_2144564	SKI	0.21947
chr1_2222086_2222529	RER1	0.2002
chr1_2313235_2313537	CALML6	0.519526
chr1_2313235_2313537	RER1	0.34198
chr1_2322906_2323365	RER1	0.31885
chr1_2343904_2344260	RER1	0.31161
chr1_2486945_2487704	MMEL1	0.23565
chr1_2509717_2510158	MMEL1	0.506849
chr1_3541228_3541624	TPRG1L	0.37049
chr1_3541228_3541624	WRAP73	0.21809
chr1_3566508_3566892	WRAP73	0.40338
chr1_3583183_3583399	TP73	0.3026
chr1_3593994_3594457	TP73	0.20748
chr1_3604904_3605184	TP73	0.414472
chr1_3689129_3689335	DFFB	0.29033
chr1_3710199_3710568	C1orf174	0.400494
chr1_3710199_3710568	DFFB	0.30415
chr1_3710199_3710568	TP73	0.28888
chr1_3773645_3774122	DFFB	0.26923
chr1_3807449_3807915	DFFB	0.36911
chr1_3816721_3817557	DFFB	0.435
chr1_6052393_6052831	RPL22	0.407006
chr1_6074759_6075112	KLHL21	0.437921
chr1_6086135_6086553	KCNAB2	0.25368
chr1_6087800_6088039	KCNAB2	0.25989
chr1_6088171_6088539	KCNAB2	0.25989
chr1_6088625_6088845	KCNAB2	0.26672
chr1_6259507_6260184	RPL22	0.44556
chr1_6268859_6269059	RPL22	0.23854
chr1_6295889_6296265	RPL22	0.38864
chr1_6305135_6305444	KLHL21	-0.470364
chr1_6305135_6305444	RPL22	0.518917
chr1_6306821_6307096	RPL22	0.459707
chr1_6319951_6320356	GPR153	0.412147
chr1_6319951_6320356	RPL22	0.50613
chr1_6408677_6408923	KCNAB2	0.584875
chr1_6453806_6454341	RPL22	0.496813
chr1_6546604_6546804	KLHL21	-0.632792
chr1_6546604_6546804	RPL22	0.491462
chr1_6614458_6614830	KLHL21	-0.23299
chr1_6614458_6614830	RPL22	0.533514
chr1_6641904_6642301	KLHL21	0.46629
chr1_6641904_6642301	THAP3	0.31093
chr1_6641904_6642301	ZBTB48	0.22366
chr1_6651330_6651608	KLHL21	0.62739
chr1_6651330_6651608	THAP3	0.26223
chr1_6661088_6661615	KLHL21	0.28795
chr1_6706660_6706886	KLHL21	-0.430992
chr1_6706660_6706886	RPL22	0.548918
chr1_6706660_6706886	THAP3	-0.26859
chr1_6761763_6762250	RPL22	0.429202
chr1_7130599_7130852	KLHL21	-0.41382
chr1_7130599_7130852	RPL22	0.546563
chr1_7870463_7870881	UTS2	0.424999
chr1_7946366_7946764	PARK7	-0.31836
chr1_7962865_7963129	PARK7	0.40288
chr1_7980657_7981036	PARK7	-0.30054
chr1_8000796_8001215	UTS2	0.26975
chr1_8001473_8001792	PARK7	0.23772
chr1_8002448_8003027	PARK7	0.23772
chr1_8013974_8014499	PARK7	0.25957
chr1_8021292_8021891	PARK7	0.21085
chr1_8022089_8022328	PARK7	0.21085
chr1_8042384_8042687	PARK7	0.2942
chr1_8075048_8075374	PARK7	0.44102
chr1_8086197_8086625	PARK7	0.31281
chr1_8107224_8107562	PARK7	0.2908
chr1_8107788_8108218	PARK7	0.2914
chr1_8499019_8499273	SPSB1	-0.51009
chr1_8517880_8518156	SPSB1	-0.432816
chr1_8570355_8570578	SPSB1	-0.410825
chr1_8585741_8586334	SPSB1	-0.560811
chr1_8621169_8621428	SPSB1	-0.543914
chr1_8685660_8685860	ENO1	0.402385
chr1_8689896_8690160	ENO1	0.402385
chr1_8720540_8720755	SPSB1	-0.401389
chr1_8721802_8722159	SPSB1	-0.401389
chr1_8724067_8724396	SPSB1	-0.401389
chr1_8731430_8731686	SPSB1	-0.401389
chr1_8761337_8761583	SPSB1	-0.554685
chr1_8763324_8763656	SPSB1	-0.554685
chr1_8877598_8877972	ENO1	-0.21354
chr1_8877598_8877972	SPSB1	-0.628853
chr1_8878614_8878864	ENO1	0.20865
chr1_8878614_8878864	SPSB1	-0.628853
chr1_8933598_8934010	ENO1	0.22044
chr1_8940109_8940374	ENO1	0.31086
chr1_8949969_8950283	ENO1	0.20362
chr1_8960016_8960306	ENO1	0.2105
chr1_8960016_8960306	PIK3CD	0.511799
chr1_8978234_8978477	CLSTN1	0.413582
chr1_8978234_8978477	SPSB1	-0.550047
chr1_8999692_8999979	SPSB1	-0.433149
chr1_9065218_9065530	ENO1	0.474459
chr1_9181637_9181844	PIK3CD	0.461028
chr1_9195571_9195937	H6PD	0.25875
chr1_9202340_9202617	H6PD	-0.2642
chr1_9202340_9202617	PIK3CD	0.413345
chr1_9203405_9203742	PIK3CD	0.413345
chr1_9256319_9256924	SPSB1	-0.23933
chr1_9288829_9289117	SPSB1	0.25909
chr1_9293446_9293730	H6PD	0.39447
chr1_9293446_9293730	SPSB1	0.28153
chr1_9294248_9295115	SPSB1	-0.34083
chr1_9295242_9295493	SPSB1	-0.34083
chr1_9299828_9300032	CLSTN1	-0.417488
chr1_9299828_9300032	ENO1	-0.459213
chr1_9299828_9300032	H6PD	0.21273
chr1_9335590_9336034	SPSB1	0.39501
chr1_9349688_9350550	SPSB1	0.23793
chr1_9400995_9401275	CTNNBIP1	0.533138
chr1_9400995_9401275	KIF1B	0.652166
chr1_9400995_9401275	LZIC	0.418199
chr1_9400995_9401275	PIK3CD	-0.433486
chr1_9488826_9489307	SPSB1	-0.408565
chr1_9551152_9551428	LZIC	0.476359
chr1_9551152_9551428	SPSB1	-0.403677
chr1_9599148_9599620	SPSB1	-0.421817
chr1_9621511_9621886	PIK3CD	-0.20287
chr1_9648472_9648915	PIK3CD	0.28292
chr1_9648472_9648915	SPSB1	-0.432052
chr1_9653545_9653840	SPSB1	-0.433768
chr1_9687000_9687428	PIK3CD	0.644746
chr1_9689740_9690056	PIK3CD	0.644746
chr1_9693681_9693894	PIK3CD	0.20329
chr1_9704683_9705110	PIK3CD	0.20757
chr1_9712533_9712823	PIK3CD	0.571372
chr1_9714536_9714826	PIK3CD	0.5575
chr1_9730156_9730471	PIK3CD	0.23056
chr1_9746009_9746241	DFFA	0.414054
chr1_9746009_9746241	ENO1	0.487048
chr1_9746009_9746241	KIF1B	-0.473483
chr1_9746009_9746241	PIK3CD	0.459407
chr1_9747263_9747875	DFFA	0.414054
chr1_9747263_9747875	ENO1	0.487048
chr1_9747263_9747875	KIF1B	-0.473483
chr1_9747263_9747875	PIK3CD	0.47818
chr1_9764780_9765101	PIK3CD	0.22949
chr1_9779203_9779531	KIF1B	-0.539342
chr1_9779203_9779531	PIK3CD	0.664723
chr1_9790578_9791106	CLSTN1	-0.21429
chr1_9790578_9791106	PIK3CD	0.28769
chr1_9844641_9844926	KIF1B	-0.444067
chr1_9885499_9886003	CLSTN1	0.25065
chr1_9927568_9927799	SPSB1	-0.425811
chr1_9934959_9935238	LZIC	0.22187
chr1_9934959_9935238	SPSB1	-0.479887
chr1_9953234_9953677	CLSTN1	0.25313
chr1_9953234_9953677	DFFA	0.43245
chr1_9960409_9961030	LZIC	-0.20696
chr1_9960409_9961030	RBP7	0.2193
chr1_9970188_9970864	LZIC	0.2454
chr1_10003283_10003642	CLSTN1	0.412246
chr1_10003283_10003642	LZIC	0.36849
chr1_10003283_10003642	SPSB1	-0.492574
chr1_10051076_10051381	LZIC	0.272
chr1_10051076_10051381	RBP7	0.31123
chr1_10058949_10059225	RBP7	0.25514
chr1_10092607_10093204	DFFA	0.401447
chr1_10092607_10093204	LZIC	0.26834
chr1_10092607_10093204	SPSB1	-0.479333
chr1_10092607_10093204	TARDBP	0.52126
chr1_10268654_10269005	KIF1B	0.26612
chr1_10268654_10269005	LZIC	0.477475
chr1_10268654_10269005	SPSB1	-0.42255
chr1_10268654_10269005	TARDBP	0.447965
chr1_10269811_10270178	LZIC	0.477475
chr1_10269811_10270178	SPSB1	-0.42255
chr1_10269811_10270178	TARDBP	0.447965
chr1_10270276_10270725	LZIC	0.477475
chr1_10270276_10270725	SPSB1	-0.42255
chr1_10270276_10270725	TARDBP	0.447965
chr1_10271552_10271783	KIF1B	0.4155
chr1_10271552_10271783	LZIC	0.477475
chr1_10271552_10271783	SPSB1	-0.42255
chr1_10271552_10271783	TARDBP	0.447965
chr1_10311844_10312140	KIF1B	0.29263
chr1_10311844_10312140	LZIC	0.484654
chr1_10311844_10312140	PIK3CD	-0.401525
chr1_10448133_10448693	CTNNBIP1	0.508818
chr1_10448133_10448693	DFFA	-0.24233
chr1_10448133_10448693	KIF1B	0.474976
chr1_10448133_10448693	LZIC	0.494378
chr1_10458670_10459246	DFFA	0.24915
chr1_10489936_10490174	EXOSC10	0.462057
chr1_10489936_10490174	LZIC	0.415292
chr1_10489936_10490174	TARDBP	0.471384
chr1_10490286_10490564	EXOSC10	0.462057
chr1_10490286_10490564	LZIC	0.415292
chr1_10490286_10490564	TARDBP	0.471384
chr1_10490668_10490923	DFFA	0.29858
chr1_10490668_10490923	EXOSC10	0.462057
chr1_10490668_10490923	LZIC	0.415292
chr1_10490668_10490923	TARDBP	0.471384
chr1_10532498_10532829	DFFA	0.25087
chr1_10532498_10532829	EXOSC10	0.414364
chr1_10532498_10532829	TARDBP	0.527314
chr1_10534872_10535072	DFFA	0.24915
chr1_10534872_10535072	LZIC	0.402408
chr1_10534872_10535072	TARDBP	0.448251
chr1_10544564_10544974	DFFA	-0.29083
chr1_10554776_10555029	KIF1B	-0.439067
chr1_10554776_10555029	PIK3CD	0.419685
chr1_10575726_10576008	DFFA	0.457149
chr1_10575726_10576008	KIF1B	-0.426183
chr1_11021103_11021330	TARDBP	0.21458
chr1_11072283_11072880	EXOSC10	0.25426
chr1_11072283_11072880	TARDBP	0.21584
chr1_11097712_11098033	EXOSC10	0.27401
chr1_11097712_11098033	TARDBP	0.40101
chr1_11120027_11120481	EXOSC10	0.2188
chr1_11159780_11160090	EXOSC10	0.25676
chr1_11159780_11160090	TARDBP	0.25431
chr1_11322502_11323016	UBIAD1	0.23386
chr1_11332980_11333584	UBIAD1	0.2371
chr1_11702606_11702806	VPS13D	-0.504271
chr1_11741172_11741545	EXOSC10	0.400973
chr1_11741172_11741545	TARDBP	0.463604
chr1_11741172_11741545	VPS13D	-0.520856
chr1_11753174_11753656	AGTRAP	0.29812
chr1_11753174_11753656	FBXO6	0.23882
chr1_11753174_11753656	MAD2L2	0.20169
chr1_11768632_11769053	AGTRAP	0.51319
chr1_11768632_11769053	FBXO6	0.29284
chr1_11785658_11786011	AGTRAP	0.38442
chr1_11790428_11790781	FBXO6	-0.411755
chr1_11790428_11790781	TARDBP	0.549195
chr1_11790428_11790781	VPS13D	-0.496649
chr1_11795839_11796240	AGTRAP	-0.30524
chr1_11795839_11796240	FBXO6	-0.29711
chr1_11796632_11797411	AGTRAP	0.32945
chr1_11796632_11797411	FBXO6	0.31675
chr1_11875051_11875530	MTHFR	0.24457
chr1_11967787_11969209	MFN2	-0.29166
chr1_11967787_11969209	PLOD1	0.35581
chr1_11967787_11969209	VPS13D	-0.439704
chr1_11969653_11969946	MFN2	-0.21033
chr1_11969653_11969946	PLOD1	0.35581
chr1_11969653_11969946	VPS13D	-0.439704
chr1_11986353_11986746	PLOD1	0.35408
chr1_11994591_11994791	FBXO6	-0.501188
chr1_11994591_11994791	PLOD1	0.34084
chr1_11994591_11994791	TARDBP	0.55947
chr1_11994591_11994791	VPS13D	-0.520258
chr1_11994879_11995210	FBXO6	-0.501188
chr1_11994879_11995210	PLOD1	0.34084
chr1_11994879_11995210	TARDBP	0.55947
chr1_11994879_11995210	VPS13D	-0.520258
chr1_12039865_12040594	PLOD1	0.36938
chr1_12045913_12046355	MFN2	0.32325
chr1_12045913_12046355	PLOD1	0.52956
chr1_12079173_12079652	PLOD1	0.29727
chr1_12112114_12112430	MFN2	0.25606
chr1_12148023_12148425	PLOD1	-0.476612
chr1_12197383_12197596	VPS13D	0.2509
chr1_12217420_12217698	FBXO6	0.418277
chr1_12217885_12218309	FBXO6	0.418277
chr1_12221855_12222230	FBXO6	0.418277
chr1_12225426_12225789	VPS13D	0.22277
chr1_12240445_12240686	VPS13D	0.28426
chr1_12244062_12244713	VPS13D	-0.32012
chr1_12256700_12257114	VPS13D	0.56006
chr1_12268969_12269235	MFN2	-0.436684
chr1_12268969_12269235	PLOD1	-0.401574
chr1_12268969_12269235	VPS13D	-0.24008
chr1_12289862_12290211	VPS13D	-0.29084
chr1_12540786_12541134	AGTRAP	-0.456416
chr1_12540786_12541134	FBXO6	-0.436866
chr1_12540786_12541134	PLOD1	0.447175
chr1_12540786_12541134	VPS13D	-0.610944
chr1_12655881_12656264	PLOD1	0.415031
chr1_12656574_12656901	PLOD1	0.415031
chr1_12661964_12662303	PLOD1	0.415031
chr1_12664350_12664732	PLOD1	0.415031
chr1_12691067_12691520	VPS13D	0.456115
chr1_12719039_12719308	VPS13D	-0.57301
chr1_13920054_13920734	LRRC38	0.39481
chr1_13931660_13932103	LRRC38	0.37384
chr1_15416168_15416368	EFHD2	-0.54307
chr1_15478870_15479100	TMEM51	0.24585
chr1_15494960_15495431	TMEM51	0.22113
chr1_15515250_15515473	TMEM51	0.23801
chr1_15545018_15545425	TMEM51	0.28237
chr1_15638354_15638708	EFHD2	0.30629
chr1_15666877_15667177	EFHD2	0.24658
chr1_15668529_15668828	EFHD2	0.30908
chr1_15672408_15672740	EFHD2	0.415761
chr1_15678962_15679314	EFHD2	0.38491
chr1_15735520_15736196	EFHD2	0.442056
chr1_15735520_15736196	FBLIM1	-0.427222
chr1_15738229_15738527	EFHD2	0.37341
chr1_15738229_15738527	FBLIM1	-0.427222
chr1_15742472_15743055	EFHD2	0.38261
chr1_15742472_15743055	FBLIM1	-0.427222
chr1_15743995_15744366	EFHD2	0.442056
chr1_15743995_15744366	FBLIM1	-0.427222
chr1_15756257_15756629	CASP9	0.33802
chr1_15756257_15756629	CTRC	0.4204
chr1_15756257_15756629	EFHD2	0.42823
chr1_15757743_15757981	CTRC	0.32947
chr1_15757743_15757981	EFHD2	0.23526
chr1_15761286_15761602	CTRC	0.4204
chr1_15761286_15761602	EFHD2	0.38643
chr1_15765086_15765343	CTRC	0.53623
chr1_15765086_15765343	EFHD2	0.23036
chr1_15782094_15782386	CASP9	0.31762
chr1_15782094_15782386	CTRC	0.46248
chr1_15782094_15782386	EFHD2	0.2357
chr1_15790816_15791089	CASP9	0.23713
chr1_15790816_15791089	EFHD2	0.25332
chr1_15790816_15791089	TMEM51	0.42172
chr1_15791306_15791579	EFHD2	0.25332
chr1_15791306_15791579	TMEM51	0.42172
chr1_15792251_15792562	EFHD2	0.25538
chr1_15827972_15828210	CASP9	0.21859
chr1_15929958_15930592	CASP9	-0.20543
chr1_16005126_16005397	PLEKHM2	0.21376
chr1_16007181_16007626	PLEKHM2	0.3561
chr1_16008821_16009139	PLEKHM2	0.26084
chr1_16023394_16023780	FBLIM1	-0.52131
chr1_16107290_16107693	PLEKHM2	-0.20859
chr1_16107290_16107693	TMEM51	0.456471
chr1_16115119_16115521	FBLIM1	0.20458
chr1_16118569_16118903	FBLIM1	0.423478
chr1_16125585_16125851	FBLIM1	0.27962
chr1_16142008_16142333	FBLIM1	-0.410314
chr1_16173910_16174356	EFHD2	-0.436853
chr1_16173910_16174356	NBPF1	0.430302
chr1_16175696_16176053	EFHD2	-0.436853
chr1_16175696_16176053	NBPF1	0.430302
chr1_16176388_16176682	EFHD2	-0.436853
chr1_16176388_16176682	NBPF1	0.430302
chr1_16209312_16209553	EFHD2	-0.598978
chr1_16209312_16209553	NBPF1	0.495159
chr1_16212709_16213101	EFHD2	-0.598978
chr1_16212709_16213101	NBPF1	0.495159
chr1_16212709_16213101	ZBTB17	-0.22074
chr1_16290407_16290696	EFHD2	0.471838
chr1_16290407_16290696	RSG1	0.454061
chr1_16292488_16293090	EFHD2	0.471838
chr1_16292488_16293090	RSG1	0.454061
chr1_16292488_16293090	ZBTB17	0.33659
chr1_16302434_16302822	FBLIM1	-0.498921
chr1_16302434_16302822	SPATA21	0.51841
chr1_16339148_16339468	NECAP2	-0.458851
chr1_16339751_16340006	NECAP2	-0.458851
chr1_16382617_16382880	ZBTB17	0.21893
chr1_16481202_16481460	FBLIM1	0.479721
chr1_16481202_16481460	MFAP2	0.562936
chr1_16481202_16481460	RSG1	-0.26586
chr1_16499625_16500276	ARHGEF19	0.20701
chr1_16499625_16500276	FBLIM1	0.579791
chr1_16499625_16500276	MFAP2	0.58721
chr1_16499625_16500276	NBPF1	0.400024
chr1_16499625_16500276	RSG1	-0.44367
chr1_16509684_16509965	ARHGEF19	0.44816
chr1_16509684_16509965	FBLIM1	0.579791
chr1_16509684_16509965	MFAP2	0.58721
chr1_16509684_16509965	NBPF1	0.400024
chr1_16509684_16509965	RSG1	-0.44367
chr1_16514303_16514618	PADI2	0.403605
chr1_16532963_16533658	SPATA21	0.429023
chr1_16563571_16563881	FBLIM1	-0.446918
chr1_16563571_16563881	SPATA21	0.473317
chr1_16619996_16620538	ARHGEF19	-0.24841
chr1_16669313_16669519	SZRD1	-0.29605
chr1_16675377_16675736	MFAP2	0.536622
chr1_16675377_16675736	NECAP2	0.23682
chr1_16675377_16675736	SZRD1	0.34417
chr1_16677432_16677803	MFAP2	0.536622
chr1_16678859_16679154	MFAP2	0.536622
chr1_16678859_16679154	SPATA21	0.3841
chr1_16678859_16679154	SZRD1	0.28262
chr1_16689918_16690178	MFAP2	0.501626
chr1_16689918_16690178	SZRD1	0.33682
chr1_16693376_16693848	NECAP2	0.24918
chr1_16693376_16693848	SPATA21	0.3552
chr1_16693376_16693848	SZRD1	0.31182
chr1_16694172_16694439	NECAP2	0.20766
chr1_16694172_16694439	SPATA21	0.40031
chr1_16694172_16694439	SZRD1	0.35937
chr1_16698338_16698614	NECAP2	0.31766
chr1_16698338_16698614	SZRD1	0.24137
chr1_16718090_16718290	MFAP2	-0.491563
chr1_16766971_16767340	FBLIM1	-0.470466
chr1_16766971_16767340	NECAP2	0.22108
chr1_16766971_16767340	SPATA21	0.437121
chr1_16766971_16767340	SZRD1	0.3055
chr1_16768825_16769032	FBLIM1	-0.470466
chr1_16768825_16769032	NECAP2	0.22753
chr1_16768825_16769032	SPATA21	0.22567
chr1_16839924_16841192	NBPF1	0.29997
chr1_16839924_16841192	NECAP2	0.24642
chr1_16839924_16841192	SPATA21	0.3921
chr1_16918371_16918582	NBPF1	0.20633
chr1_16939017_16939217	NBPF1	0.48034
chr1_16939745_16940233	NBPF1	0.35478
chr1_16951476_16951676	NBPF1	-0.21722
chr1_16970886_16971428	SPATA21	0.511266
chr1_17036238_17036621	RCC2	0.412002
chr1_17215842_17216292	MFAP2	0.36031
chr1_17215842_17216292	NBPF1	0.461065
chr1_17222070_17222422	MFAP2	0.31083
chr1_17222560_17223187	MFAP2	0.2181
chr1_17223264_17223530	MFAP2	0.2181
chr1_17231240_17232261	MFAP2	0.22983
chr1_17240412_17240709	MFAP2	0.28006
chr1_17258080_17258329	MFAP2	-0.42532
chr1_17278187_17278504	MFAP2	0.28658
chr1_17287181_17287392	MFAP2	0.42093
chr1_17287181_17287392	NBPF1	0.49171
chr1_17336145_17336449	MFAP2	-0.23914
chr1_17371625_17372005	MFAP2	0.464322
chr1_17371625_17372005	NBPF1	0.407195
chr1_17372656_17372868	MFAP2	0.464322
chr1_17372656_17372868	NBPF1	0.407195
chr1_17380450_17380901	MFAP2	0.23943
chr1_17386191_17386477	ARHGEF19	-0.419997
chr1_17386191_17386477	NBPF1	0.454144
chr1_17386191_17386477	PADI2	0.32764
chr1_17386911_17387219	ARHGEF19	-0.419997
chr1_17386911_17387219	NBPF1	0.454144
chr1_17386911_17387219	PADI2	0.32764
chr1_17392226_17392576	MFAP2	-0.28508
chr1_17392939_17393569	MFAP2	-0.28508
chr1_17392939_17393569	PADI2	0.24198
chr1_17392939_17393569	SDHB	0.29259
chr1_17401970_17402223	MFAP2	-0.38811
chr1_17401970_17402223	SDHB	0.20579
chr1_17424945_17425319	PADI2	0.31856
chr1_17424945_17425319	SDHB	0.39887
chr1_17445925_17446132	PADI2	0.23428
chr1_17452311_17452552	PADI2	0.24605
chr1_17452311_17452552	RCC2	0.45062
chr1_17533587_17533902	PADI4	0.426105
chr1_17534111_17534320	PADI4	0.426105
chr1_17534522_17534907	PADI4	0.26733
chr1_17565923_17566181	MFAP2	0.557015
chr1_17565923_17566181	RCC2	0.450289
chr1_17600753_17601036	RCC2	0.480632
chr1_17603074_17603411	PADI4	0.27293
chr1_17608364_17608775	PADI4	0.33265
chr1_17622492_17622930	PADI4	0.30947
chr1_17630664_17631051	PADI4	0.24393
chr1_17634494_17634774	PADI4	0.39545
chr1_17635055_17635482	PADI4	0.500078
chr1_17674925_17675126	RCC2	0.20905
chr1_17691740_17692204	PADI4	0.438074
chr1_17719806_17720037	PADI4	0.36275
chr1_17724807_17725144	PADI4	0.56941
chr1_17732675_17732995	RCC2	0.37426
chr1_17746403_17746603	RCC2	0.24054
chr1_17757962_17758434	SPATA21	0.479275
chr1_17766074_17766569	RCC2	0.24009
chr1_17766074_17766569	SPATA21	0.479275
chr1_17768171_17768377	RCC2	0.24751
chr1_17768171_17768377	SPATA21	0.479275
chr1_17803916_17804145	MFAP2	0.439751
chr1_17820669_17821070	RCC2	0.3356
chr1_17828808_17829158	MFAP2	0.413519
chr1_17828808_17829158	NBPF1	0.460076
chr1_17933399_17933644	MFAP2	0.53114
chr1_17933399_17933644	NBPF1	0.436695
chr1_17962230_17962779	PADI4	0.464103
chr1_19201736_19201976	MINOS1	0.412816
chr1_19210670_19210934	MINOS1	0.409289
chr1_19229179_19229552	MINOS1	0.415215
chr1_19252839_19253654	CAPZB	0.427262
chr1_19536082_19536451	MINOS1	0.449624
chr1_19536668_19537089	EMC1	-0.2608
chr1_19536668_19537089	MINOS1	0.449624
chr1_19577889_19578264	MINOS1	0.431163
chr1_19641892_19642306	EMC1	0.23144
chr1_19674138_19674610	EMC1	-0.26995
chr1_19774921_19775297	CAPZB	0.25594
chr1_19775416_19775948	CAPZB	0.25594
chr1_19802936_19803702	CAPZB	-0.23988
chr1_19811941_19812513	CAPZB	0.20924
chr1_19814243_19814538	CAPZB	0.35358
chr1_19823141_19823352	CAPZB	0.32116
chr1_19823141_19823352	MINOS1	0.23357
chr1_19843552_19843833	CAPZB	-0.24596
chr1_19923002_19923657	MINOS1	0.3694
chr1_19980240_19980602	MINOS1	0.38753
chr1_19986300_19986623	MINOS1	0.34788
chr1_20244558_20244797	CAPZB	0.511883
chr1_20244558_20244797	MINOS1	0.531371
chr1_20244558_20244797	PINK1	-0.534425
chr1_20820331_20820674	CDA	0.2607
chr1_20820877_20821126	CDA	0.2607
chr1_20820877_20821126	MUL1	0.213
chr1_20834353_20834841	CDA	0.48969
chr1_20834353_20834841	MUL1	-0.2709
chr1_20834353_20834841	PINK1	-0.445249
chr1_20848845_20849154	CDA	-0.21224
chr1_20848845_20849154	MINOS1	0.485824
chr1_20848845_20849154	MUL1	-0.27493
chr1_20848845_20849154	PINK1	-0.450702
chr1_20901739_20902074	DDOST	0.27446
chr1_20902888_20903124	MUL1	0.29969
